Code	Name	Monthly	From	To	Subject
140060	אורז יבש	true	1983-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140085	דגני בוקר	true	2022-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140090	בשר בקר טרי	true	1983-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140120	עוף טרי	true	1983-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140123	חזה עוף והודו	true	2022-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140130	נקניק, פסטרמה ונקניקיות	true	1983-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140134	דגים טריים	true	1999-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140136	דגים קפואים	true	1999-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140140	שמן	true	1983-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140146	שמנת חמוצה	true	1999-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140148	חמאה לסוגיה	true	1999-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140070	גבינות לבנות למריחה	true	1983-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140080	גבינה צהובה	true	1983-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140075	סוכר	true	1999-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140160	ריבות ומרקחות	true	1983-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140170	דבש	true	1983-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140180	סוכריות וממתקים שונים	true	1983-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140190	שוקולד	true	1983-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140193	מזון לתינוקות	true	2022-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140195	משקאות קלים תוססים	true	1999-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140210	יינות	true	1983-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140220	בירה לבנה	true	1983-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140150	קפה שחור	true	1983-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140235	שכר דירה - בדירות עם זכאות לדמי מפתח	true	1983-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140241	גז בבלונים	true	1999-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140243	גז מרכזי	true	1999-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140245	שירותי צביעה וסיוד	true	1999-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140247	שירותי אינסטלציה	true	1999-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140249	שירות תיקוני חשמל	true	1999-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140251	הוצאות זגגות	true	1999-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140253	אבקות ונוזלי כביסה	true	1999-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140255	חומרים לניקוי ורחיצת כלים	true	1999-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140257	מוצרי חיטוי והדברה	true	1999-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140265	מקרר	true	1999-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140275	מכונת כביסה ומייבש כביסה	true	1999-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140280	תנור לבישול ואפייה	true	1983-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140285	מדיח כלים	true	1999-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140295	מזגן	true	1999-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140297	כלים חד-פעמיים	true	2022-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140320	פרחים וצמחים	true	1983-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140340	מכנסיים	true	1983-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140355	ז'קט ומעיל	true	2004-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140370	חולצה	true	1983-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140380	לבנים	true	1983-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140400	שמלה	true	1983-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140410	חצאית	true	1983-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140413	מכנסיים לאישה	true	2023-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140417	חולצה לאישה	true	2023-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140420	סוודר ועליונית	true	1983-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140430	ז'קט ומעיל	true	1983-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140435	לבנים	true	1999-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140436	חזיות	true	2004-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140443	מכנסיים	true	1999-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140446	חולצה	true	1999-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
140475	נעליים שלמות וחצאיות	true	2004-01-16	2026-04-27	"מדד המחירים לצרכן (כולל מע""מ) של מוצרים ושירותים נבחרים"
